,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Totalcases,safety_index
1911,karnataka,dakshin kannada,2013,14,15,0,72,2,45,0,148,46.07739209084348
1912,karnataka,davanagere,2013,33,21,14,167,5,127,0,367,38.99143104588242
1913,karnataka,dharwad commr.,2013,16,75,4,37,5,85,0,222,42.619333531185106
1914,karnataka,dharwad rural,2013,18,0,1,34,0,27,0,80,52.54612271806533
1915,karnataka,gadag,2013,18,10,1,40,0,36,0,105,49.475821015881884
1916,karnataka,gulbarga,2013,54,46,8,125,0,122,0,355,39.212174815719194
1917,karnataka,hassan,2013,61,47,12,182,0,157,0,459,37.5683835843678
1918,karnataka,haveri,2013,18,0,1,80,0,55,0,154,45.71385269519278
1919,karnataka,k.g.f.,2013,23,7,6,13,0,15,0,64,55.36546824812272
1920,karnataka,kodagu,2013,26,17,2,40,2,41,0,128,47.45611564124804
1921,karnataka,kolar,2013,20,9,3,25,0,25,0,82,52.2516857506527
1922,karnataka,koppal,2013,22,0,0,39,0,59,0,120,48.0958551305197
1923,karnataka,mandya,2013,31,64,19,221,4,160,0,499,37.06311099570058
1924,karnataka,mangalore city,2013,20,6,1,54,5,65,0,151,45.89309681510162
1925,karnataka,mysore commr.,2013,19,16,12,11,1,43,0,102,49.785916284315235
1926,karnataka,mysore rural,2013,26,6,14,69,0,64,0,179,44.38815964683872
1927,karnataka,raichur,2013,43,12,3,156,0,162,0,376,38.83211867319492
1928,karnataka,railways,2013,1,0,2,3,0,0,0,6,128.5097208938469
1929,karnataka,ramanagar,2013,21,41,11,141,0,57,0,271,41.10203954282553
1930,karnataka,shimoga,2013,43,51,5,267,4,300,0,670,35.38476755973759
1931,karnataka,tumkur,2013,37,16,14,206,0,87,0,360,39.11900096721123
1932,karnataka,udupi,2013,22,11,2,67,0,78,0,180,44.34053967922575
1933,karnataka,uttar kannada,2013,17,38,6,155,13,94,0,323,39.85329964800843
1934,karnataka,yadgiri,2013,16,23,3,123,0,61,0,226,42.47892677204687
1936,kerala,alapuzha,2013,45,10,1,293,26,327,0,702,35.13287290315863
1937,kerala,ernakulam commr.,2013,40,9,0,169,23,130,0,371,38.91998732678905
1938,kerala,ernakulam rural,2013,67,11,2,238,41,177,0,536,36.64124657392245
1939,kerala,idukki,2013,67,3,0,218,12,146,0,446,37.74532300858738
1940,kerala,kannur,2013,60,12,0,191,11,341,0,615,35.85675078613052
1941,kerala,kasargod,2013,81,9,2,163,8,232,0,495,37.1111879542044
1942,kerala,kollam commr.,2013,64,16,1,198,17,304,0,600,35.99516044570672
1943,kerala,kollam rural,2013,92,12,2,273,14,254,0,647,35.57574005195598
1944,kerala,kottayam,2013,47,9,0,251,30,216,0,553,36.460088128638176
1945,kerala,kozhikode commr.,2013,30,9,0,110,44,136,0,329,39.726745177616436
1946,kerala,kozhikode rural,2013,64,17,0,208,15,292,0,596,36.03283840092808
1947,kerala,malappuram,2013,99,5,0,272,20,651,0,1047,33.113167396852255
1948,kerala,palakkad,2013,93,12,0,161,19,402,0,687,35.24903947024868
1949,kerala,pathanamthitta,2013,45,4,1,187,1,113,0,351,39.2879897883799
1950,kerala,railways,2013,0,1,0,33,12,0,0,46,60.14104886149801
1951,kerala,thrissur commr.,2013,29,2,1,85,17,125,0,259,41.437040473946354
1952,kerala,thrissur rural,2013,64,9,3,258,27,387,0,748,34.795902571719225
1953,kerala,trivandrum commr.,2013,54,4,1,299,33,154,0,545,36.54441157076522
1954,kerala,trivandrum rural,2013,130,26,6,641,27,349,0,1179,32.557236055432334
1955,kerala,wayanadu,2013,50,5,1,114,7,84,0,261,41.37975826207651
1957,madhya pradesh,agar,2013,24,8,1,41,1,30,0,105,49.475821015881884
1958,madhya pradesh,alirajpur,2013,29,14,0,14,0,19,0,76,53.16848007182562
1959,madhya pradesh,anuppur,2013,84,32,9,115,13,85,0,338,39.54262312753157
1960,madhya pradesh,ashok nagar,2013,64,23,8,141,6,40,0,282,40.812176876411776
1961,madhya pradesh,balaghat,2013,99,5,6,140,10,92,0,352,39.26892780324266
1962,madhya pradesh,barwani,2013,51,39,7,76,9,17,0,199,43.499952661688845
1963,madhya pradesh,betul,2013,119,66,7,222,18,92,0,524,36.77374672172425
1964,madhya pradesh,bhind,2013,57,49,28,117,0,53,0,304,40.275912821406784
1965,madhya pradesh,bhopal,2013,173,102,18,357,52,344,0,1046,33.117718390666184
1966,madhya pradesh,bhopal rly.,2013,5,2,0,15,4,2,0,28,69.10095361682883
1967,madhya pradesh,burhanpur,2013,34,18,5,92,9,42,0,200,43.45879896760937
1968,madhya pradesh,chhatarpur,2013,77,38,24,220,0,81,0,440,37.829313491976386
1969,madhya pradesh,chhindwara,2013,151,187,9,194,39,145,0,725,34.96090314161198
1970,madhya pradesh,damoh,2013,50,20,25,147,0,59,0,301,40.34590162409214
1971,madhya pradesh,datiya,2013,27,20,16,64,0,40,0,167,44.989993684786185
1972,madhya pradesh,dewas,2013,81,16,8,124,14,101,0,344,39.4234953635136
1973,madhya pradesh,dhar,2013,108,169,48,211,18,115,0,669,35.39289149029429
1974,madhya pradesh,dindori,2013,76,20,6,120,8,47,0,277,40.94199725482409
1975,madhya pradesh,guna,2013,105,23,5,157,18,36,0,344,39.4234953635136
1976,madhya pradesh,gwalior,2013,158,53,43,369,47,446,0,1116,32.81201392762815
1977,madhya pradesh,harda,2013,33,5,3,48,3,16,0,108,49.17814092127233
1978,madhya pradesh,hoshangabad,2013,79,76,10,152,17,84,0,418,38.15081064760779
1979,madhya pradesh,indore,2013,190,288,31,369,69,350,0,1297,32.12397308276883
1980,madhya pradesh,indore rly.,2013,3,6,1,9,0,0,0,19,78.20114830995408
1981,madhya pradesh,jabalpur,2013,145,151,37,303,67,218,0,921,33.73523661062012
1982,madhya pradesh,jabalpur rly.,2013,1,1,1,13,1,1,0,18,79.66397701969123
1983,madhya pradesh,jhabua,2013,49,73,0,60,0,10,0,192,43.79623623151102
1984,madhya pradesh,katni,2013,65,61,13,206,8,60,0,413,38.22702957829057
1985,madhya pradesh,khandwa,2013,97,101,6,179,13,46,1,443,37.787129382076316
1986,madhya pradesh,khargon,2013,95,167,34,213,16,111,0,636,35.670244228747876
1987,madhya pradesh,mandla,2013,88,14,2,104,11,46,0,265,41.266963899763056
1988,madhya pradesh,mandsaur,2013,74,27,4,143,17,145,1,411,38.25786211050278
1989,madhya pradesh,morena,2013,60,42,40,116,5,151,0,414,38.21168779717032
1990,madhya pradesh,narsinghpur,2013,101,57,16,189,12,115,0,490,37.17201163973895
1991,madhya pradesh,neemuch,2013,49,41,0,84,10,62,3,249,41.73275488168501
1992,madhya pradesh,panna,2013,45,12,14,85,2,29,0,187,44.01715318193043
1993,madhya pradesh,raisen,2013,115,32,9,204,33,94,0,487,37.20890135256619
1994,madhya pradesh,rajgarh,2013,120,71,8,203,10,83,0,495,37.1111879542044
1995,madhya pradesh,ratlam,2013,88,49,10,89,5,77,2,320,39.91776974050297
1996,madhya pradesh,rewa,2013,113,30,47,178,3,127,0,498,37.07508235012869
1997,madhya pradesh,sagar,2013,135,55,36,422,40,130,0,818,34.331778071955824
1998,madhya pradesh,satna,2013,124,33,35,204,11,135,0,542,36.576454314519424
1999,madhya pradesh,seoni,2013,75,39,15,130,8,24,0,291,40.586178233803146
2000,madhya pradesh,shahdol,2013,115,96,9,216,9,193,0,638,35.65290314587751
2001,madhya pradesh,shajapur,2013,44,20,2,113,7,37,0,223,42.58390874777537
2002,madhya pradesh,sheopur,2013,32,6,5,45,3,39,0,130,47.304957292670686
2003,madhya pradesh,shivpuri,2013,106,30,14,211,13,78,0,452,37.66281964394217
2004,madhya pradesh,sidhi,2013,46,60,17,116,4,70,0,313,40.071417884852046
2005,madhya pradesh,sihore,2013,95,36,14,116,11,69,0,341,39.48270737558804
2006,madhya pradesh,singrauli,2013,38,78,18,111,2,74,0,321,39.89618959753485
2007,madhya pradesh,tikamgarh,2013,67,34,14,140,5,40,0,300,40.36944086183503
2008,madhya pradesh,ujjain,2013,113,35,13,232,37,207,0,637,35.66156477344558
2009,madhya pradesh,umariya,2013,38,35,5,73,7,58,0,216,42.8365736312823
2010,madhya pradesh,vidisha,2013,125,108,20,240,11,123,0,627,35.749172555122335
2012,maharashtra,ahmednagar,2013,105,54,10,243,34,397,0,843,34.178364052374384
2013,maharashtra,akola,2013,46,24,4,200,35,121,0,430,37.972735078002486
2014,maharashtra,amravati commr.,2013,26,22,2,96,27,38,0,211,43.02403082382346
2015,maharashtra,amravati rural,2013,78,45,1,317,35,175,0,651,35.54189497523196
2016,maharashtra,aurangabad commr.,2013,22,35,5,173,38,151,0,424,38.06093458551821
2017,maharashtra,aurangabad rural,2013,36,15,14,167,31,273,0,536,36.64124657392245
2018,maharashtra,beed,2013,92,52,5,230,12,382,0,773,34.62388685002827
2019,maharashtra,bhandara,2013,40,13,0,74,41,52,0,220,42.69084346677318
2020,maharashtra,buldhana,2013,56,15,20,185,66,140,0,482,37.271057336974586
2021,maharashtra,chandrapur,2013,88,25,8,179,123,180,0,603,35.96711769672971
2022,maharashtra,dhule,2013,40,25,6,58,9,228,0,366,39.00945498281852
2023,maharashtra,gadchiroli,2013,33,5,0,53,6,14,0,111,48.89203369695812
2024,maharashtra,gondia,2013,52,21,1,94,10,55,0,233,42.24121903759183
2025,maharashtra,hingoli,2013,15,12,4,55,2,86,0,174,44.63191339206263
2026,maharashtra,jalgaon,2013,58,53,2,238,42,425,0,818,34.331778071955824
2027,maharashtra,jalna,2013,35,29,50,132,6,351,0,603,35.96711769672971
2028,maharashtra,kolhapur,2013,84,43,14,117,37,204,0,499,37.06311099570058
2029,maharashtra,latur,2013,37,38,4,116,3,297,0,495,37.1111879542044
2030,maharashtra,mumbai commr.,2013,391,251,21,1163,444,602,0,2872,28.916907661551537
2031,maharashtra,mumbai rly.,2013,6,5,0,41,5,0,0,57,56.95166695789404
2032,maharashtra,nagpur commr.,2013,91,80,4,209,52,218,0,654,35.51668926902
2033,maharashtra,nagpur rly.,2013,2,2,0,15,3,1,0,23,73.43611355735557
2034,maharashtra,nagpur rural,2013,75,29,4,149,28,82,0,367,38.99143104588242
2035,maharashtra,nanded,2013,64,48,30,135,6,341,0,624,35.77581257750192
2036,maharashtra,nandurbar,2013,23,19,1,44,13,75,0,175,44.58239130565268
2037,maharashtra,nasik commr.,2013,20,16,7,96,9,181,0,329,39.726745177616436
2038,maharashtra,nasik rural,2013,85,36,9,224,21,405,0,780,34.577015532953595
2039,maharashtra,navi mumbai,2013,69,36,8,138,55,139,0,445,37.75921686831422
2040,maharashtra,osmanabad,2013,48,26,4,127,12,166,0,383,38.71169381455222
2041,maharashtra,parbhani,2013,40,37,4,132,6,271,0,490,37.17201163973895
2042,maharashtra,pune commr.,2013,171,125,9,304,128,344,0,1081,32.961682735863526
2043,maharashtra,pune rly.,2013,3,2,0,6,1,0,0,12,92.6628408029127
2044,maharashtra,pune rural,2013,150,76,6,277,72,224,0,805,34.41397954881132
2045,maharashtra,raigad,2013,42,14,4,92,45,80,0,277,40.94199725482409
2046,maharashtra,ratnagiri,2013,27,8,0,82,26,39,0,182,44.24638997317389
2047,maharashtra,sangli,2013,77,33,8,141,15,141,0,415,38.1963952937252
2048,maharashtra,satara,2013,88,47,4,297,45,201,0,682,35.28850003350109
2049,maharashtra,sindhudurg,2013,11,5,0,50,12,12,0,90,51.170721912445835
2050,maharashtra,solapur commr.,2013,37,25,1,53,23,63,0,202,43.377335587678324
2051,maharashtra,solapur rural,2013,82,25,1,149,28,109,0,394,38.52827800676349
2052,maharashtra,thane commr.,2013,182,178,14,467,119,423,0,1383,31.83879706189533
2053,maharashtra,thane rural,2013,133,52,8,246,100,217,0,756,34.74005309123882
2054,maharashtra,wardha,2013,73,47,1,227,35,116,0,499,37.06311099570058
2055,maharashtra,washim,2013,26,21,10,153,22,142,0,374,38.86707751543986
2056,maharashtra,yavatmal,2013,104,105,12,388,750,381,0,1740,30.858966285729867
2058,manipur,bishnupur,2013,7,4,0,3,0,1,0,15,85.02741537276027
2059,manipur,chandel,2013,1,2,0,0,0,0,0,3,209.59032742893848
2060,manipur,churachandpur,2013,0,3,0,2,0,0,0,5,143.06765580733932
2061,manipur,cid,2013,0,0,0,0,0,0,0,2,332.1928094887363
2062,manipur,imphal east,2013,12,34,0,9,0,8,0,63,55.57591642691969
2063,manipur,imphal west,2013,26,42,0,34,0,9,0,111,48.89203369695812
2064,manipur,senapati,2013,0,3,0,0,0,1,0,4,166.09640474436816
2065,manipur,tamenglong,2013,0,2,0,1,0,0,0,3,209.59032742893848
2066,manipur,thoubal,2013,24,32,0,9,0,9,0,74,53.49791518324556
2067,manipur,ukhrul,2013,2,3,0,1,0,1,0,7,118.32946624549385
2069,meghalaya,garo hills east,2013,5,1,0,6,0,0,0,12,92.6628408029127
2070,meghalaya,garo hills north,2013,1,5,0,0,0,1,0,7,118.32946624549385
2071,meghalaya,garo hills south,2013,7,1,0,2,0,1,0,11,96.02525677891276
2072,meghalaya,garo hills south w.,2013,10,1,0,5,0,0,0,16,83.04820237218408
2073,meghalaya,garo hills west,2013,15,1,0,16,0,6,0,38,63.29980904609675
2074,meghalaya,jaintia hills east,2013,14,1,0,3,0,0,0,18,79.66397701969123
2075,meghalaya,jaintia hills west,2013,24,0,0,10,0,2,0,36,64.25486044692344
2076,meghalaya,khasi hills east,2013,55,11,2,32,0,11,0,111,48.89203369695812
2077,meghalaya,khasi hills south w.,2013,11,2,0,2,0,2,0,17,81.2711509291959
2078,meghalaya,khasi hills west,2013,12,4,0,14,0,0,0,30,67.69924925288456
2079,meghalaya,ri-bhoi,2013,29,6,0,8,0,0,0,43,61.21942524106966
2081,mizoram,aizawl,2013,37,1,0,37,0,5,0,80,52.54612271806533
2082,mizoram,champhai,2013,12,0,0,5,0,0,0,17,81.2711509291959
2083,mizoram,kolasib,2013,9,1,0,7,0,0,0,17,81.2711509291959
2084,mizoram,lawngtlai,2013,3,0,0,6,0,0,0,9,104.79516371446924
2085,mizoram,lunglei,2013,15,0,0,13,0,0,0,28,69.10095361682883
2086,mizoram,mamit,2013,5,0,0,5,0,0,0,10,100.0
2087,mizoram,saiha,2013,4,0,0,1,0,0,0,5,143.06765580733932
2088,mizoram,serchhip,2013,4,0,0,7,0,0,0,11,96.02525677891276
2089,mizoram,spl narcotic,2013,0,0,0,0,0,0,0,2,332.1928094887363
2090,mizoram,traffic ps,2013,0,0,0,0,0,0,0,2,332.1928094887363
2092,nagaland,dimapur,2013,14,10,1,18,1,4,0,48,59.47986391060673
2093,nagaland,kiphire,2013,2,0,0,0,0,0,0,2,332.1928094887363
2094,nagaland,kohima,2013,5,0,0,0,0,0,0,5,143.06765580733932
2095,nagaland,longleng,2013,0,0,0,0,0,0,0,2,332.1928094887363
2096,nagaland,mokokchung,2013,3,0,0,0,0,0,0,3,209.59032742893848
2097,nagaland,mon,2013,1,1,0,0,0,0,0,2,332.1928094887363
2098,nagaland,peren,2013,1,0,0,0,0,0,0,2,332.1928094887363
2099,nagaland,phek,2013,4,0,0,0,0,0,0,4,166.09640474436816
2100,nagaland,tuensang,2013,1,0,0,0,0,0,0,2,332.1928094887363
2101,nagaland,wokha,2013,0,0,0,0,0,0,0,2,332.1928094887363
2102,nagaland,zunheboto,2013,0,0,0,0,0,0,0,2,332.1928094887363
2104,odisha,angul,2013,64,113,0,288,7,68,0,540,36.597946266162964
2105,odisha,balasore,2013,94,154,49,251,30,396,0,974,33.46094269608938
2106,odisha,baragarh,2013,49,42,4,149,14,79,0,337,39.562754011387284
2107,odisha,berhampur,2013,33,60,1,183,27,71,0,375,38.84956692397803
2108,odisha,bhadrak,2013,69,100,12,136,19,202,0,538,36.61954337813224
2109,odisha,bolangir,2013,44,44,11,101,8,42,0,250,41.70246112844971
2110,odisha,boudh,2013,49,37,1,107,8,31,0,233,42.24121903759183
2111,odisha,cuttack,2013,44,57,29,12,1,28,0,171,44.7828814096941
2112,odisha,dcp bbsr,2013,51,91,18,92,26,58,0,336,39.58296531862408
2113,odisha,dcp ctc,2013,30,76,2,27,6,183,0,324,39.831988509845615
2114,odisha,deogarh,2013,19,7,1,40,1,18,0,86,51.69298529844585
2115,odisha,dhenkanal,2013,37,54,17,376,44,54,0,582,36.16737267373203
2116,odisha,gajapati,2013,19,8,4,80,6,10,0,127,47.53295138890645
2117,odisha,ganjam,2013,80,50,20,407,39,40,0,636,35.670244228747876
2118,odisha,jagatsinghpur,2013,40,66,30,177,7,113,0,433,37.92924675979515
2119,odisha,jajpur,2013,76,97,35,171,20,169,0,568,36.30622848369162
2120,odisha,jharsuguda,2013,21,20,6,88,5,54,0,194,43.71008146892599
2121,odisha,kalahandi,2013,55,54,9,157,21,116,0,412,38.24242092073605
2122,odisha,kandhamal,2013,43,45,4,101,6,37,0,236,42.142312852239286
2123,odisha,kendrapara,2013,53,98,0,26,4,41,0,222,42.619333531185106
2124,odisha,keonjhar,2013,115,83,29,244,20,194,0,685,35.264778535892916
2125,odisha,khurda,2013,33,56,17,105,8,127,0,346,39.3844044483526
2126,odisha,koraput,2013,77,52,5,112,8,63,0,317,39.983058982507885
2127,odisha,malkangir,2013,15,16,2,39,6,14,0,92,50.92199809343438
2128,odisha,mayurbhanj,2013,142,117,19,343,13,102,0,736,34.88115171839258
2129,odisha,nayagarh,2013,30,46,13,13,2,23,0,127,47.53295138890645
2130,odisha,nowrangpur,2013,67,70,0,111,13,68,0,329,39.726745177616436
2131,odisha,nuapada,2013,24,40,7,120,14,23,0,228,42.40999284912844
2132,odisha,puri,2013,58,78,24,56,5,181,0,402,38.39912433160672
2133,odisha,rayagada,2013,78,82,3,136,10,48,0,357,39.17469546916037
2134,odisha,rourkela,2013,71,59,5,134,17,32,0,318,39.961203745514915
2135,odisha,sambalpur,2013,81,46,9,63,7,37,0,243,41.9180654857877
2136,odisha,sonepur,2013,17,12,1,67,1,44,0,142,46.46217606529135
2137,odisha,srp(cuttack),2013,0,0,0,3,0,1,0,4,166.09640474436816
2138,odisha,srp(rourkela),2013,1,5,0,15,0,0,0,21,75.63041955164012
2139,odisha,sundargarh,2013,53,32,8,88,3,25,0,209,43.1007305869564
2141,punjab,amritsar rural,2013,34,45,3,60,1,50,0,193,43.75300483863732
2142,punjab,barnala,2013,17,37,2,11,0,17,0,84,51.96750841955703
2143,punjab,batala,2013,31,29,1,26,0,35,0,122,47.93037065310977
2144,punjab,bhatinda,2013,52,48,4,57,2,89,0,252,41.64236590346343
2145,punjab,cp amritsar,2013,29,53,4,53,4,101,0,244,41.88674966139013
2146,punjab,cp jalandhar,2013,41,59,11,78,14,162,0,365,39.027544972386465
2147,punjab,cp ludhiana,2013,109,110,13,81,21,140,0,474,37.37230339394839
2148,punjab,faridkot,2013,20,17,3,29,0,21,0,90,51.170721912445835
2149,punjab,fatehgarh sahib,2013,17,20,1,13,0,47,0,98,50.22031461958567
2150,punjab,fazilka,2013,34,32,4,14,4,33,0,121,48.01262838945638
2151,punjab,ferozpur,2013,17,28,3,8,0,48,0,104,49.577762574199646
2152,punjab,g.r.p,2013,2,2,0,5,0,0,0,9,104.79516371446924
2153,punjab,gurdaspur,2013,23,36,3,41,1,44,0,148,46.07739209084348
2154,punjab,hoshiarpur,2013,36,28,5,54,0,154,0,277,40.94199725482409
2155,punjab,jalandhar rural,2013,39,21,5,51,5,71,0,192,43.79623623151102
2156,punjab,kapurthala,2013,30,39,7,40,0,62,0,178,44.436149650910345
2157,punjab,khanna,2013,16,17,2,29,6,24,0,94,50.68095299428461
2158,punjab,ludhiana rural,2013,17,38,2,18,1,20,0,96,50.44718317717921
2159,punjab,mansa,2013,18,9,1,16,2,23,0,69,54.38184161154121
2160,punjab,moga,2013,29,35,5,22,0,24,0,115,48.527250352647634
2161,punjab,muktsar,2013,18,42,3,20,1,39,0,123,47.84906235820734
2162,punjab,pathankot,2013,11,15,0,10,0,32,0,68,54.56999379736752
2163,punjab,patiala,2013,56,56,11,84,2,159,0,368,38.97347273374055
2164,punjab,ropar,2013,30,42,4,29,0,27,0,132,47.15704485866979
2165,punjab,sangrur,2013,56,39,11,48,2,63,0,219,42.726933476397605
2166,punjab,sas ngr,2013,51,51,10,92,0,191,0,395,38.511943253897
2167,punjab,sbs nagar,2013,21,8,1,13,1,31,0,75,53.33159078712728
2168,punjab,tarn taran,2013,34,31,7,43,0,34,0,149,46.015383703422636
2170,rajasthan,ajmer,2013,100,155,16,166,1,863,0,1301,32.110178534971205
2171,rajasthan,alwar,2013,316,253,42,288,0,707,0,1606,31.19399176348682
2172,rajasthan,banswara,2013,117,105,13,108,0,205,0,548,36.51260035792704
2173,rajasthan,baran,2013,66,102,1,208,0,289,0,666,35.41735885770268
2174,rajasthan,barmer,2013,55,25,21,190,0,274,0,565,36.33656961207719
2175,rajasthan,bharatpur,2013,164,201,34,156,0,574,0,1129,32.75795146923311
2176,rajasthan,bhilwara,2013,101,107,8,135,0,652,0,1003,33.31888478752547
2177,rajasthan,bikaner,2013,100,71,18,63,0,516,0,768,34.65770569929123
2178,rajasthan,bundi,2013,63,98,2,117,0,326,0,606,35.93925745449627
2179,rajasthan,chittorgarh,2013,93,150,4,142,0,782,1,1172,32.584672124341914
2180,rajasthan,churu,2013,73,54,10,15,0,420,0,572,36.26609995654933
2181,rajasthan,dausa,2013,41,103,11,163,0,221,0,539,36.60873161966008
2182,rajasthan,dholpur,2013,56,72,40,28,0,196,0,392,38.56111412918457
2183,rajasthan,discom,2013,0,0,0,0,0,0,0,2,332.1928094887363
2184,rajasthan,dungarpur,2013,86,104,6,99,0,175,0,470,37.4237791116128
2185,rajasthan,g.r.p.ajmer,2013,1,5,1,10,1,0,0,18,79.66397701969123
2186,rajasthan,g.r.p.jodhpur,2013,0,0,0,3,0,0,0,3,209.59032742893848
2187,rajasthan,ganganagar,2013,151,139,20,127,3,957,0,1397,31.794516808426508
2188,rajasthan,hanumangarh,2013,105,92,15,121,1,599,0,933,33.67137549422684
2189,rajasthan,jaipur east,2013,49,94,5,107,0,267,0,522,36.796219368583536
2190,rajasthan,jaipur north,2013,37,86,4,68,0,300,0,495,37.1111879542044
2191,rajasthan,jaipur rural,2013,68,99,8,120,0,269,0,564,36.346730455379294
2192,rajasthan,jaipur south,2013,42,71,7,39,0,214,0,373,38.88465084504525
2193,rajasthan,jaipur west,2013,64,128,5,69,0,329,0,595,36.04230979129782
2194,rajasthan,jaisalmer,2013,17,9,4,88,0,37,0,155,45.655185506165886
2195,rajasthan,jalore,2013,44,38,12,72,0,180,0,346,39.3844044483526
2196,rajasthan,jhalawar,2013,117,113,5,307,5,478,0,1025,33.21460368700648
2197,rajasthan,jhunjhunu,2013,72,72,12,40,0,405,0,601,35.98579245212535
2198,rajasthan,jodhpur east,2013,20,49,1,51,0,205,0,326,39.789630630191645
2199,rajasthan,jodhpur rural,2013,50,49,11,88,0,166,0,364,39.04570144643007
2200,rajasthan,jodhpur west,2013,50,55,6,90,0,168,0,369,38.955579622513206
2201,rajasthan,karauli,2013,48,77,13,79,0,179,0,396,38.49566359510028
2202,rajasthan,kota city,2013,86,154,6,101,5,512,0,864,34.05398672358462
2203,rajasthan,kota rural,2013,45,65,0,166,0,247,0,523,36.784968870726466
2204,rajasthan,nagaur,2013,97,106,20,110,0,500,0,833,34.239012256482035
2205,rajasthan,pali,2013,92,138,16,222,0,512,0,980,33.43110733509139
2206,rajasthan,pratapgarh,2013,200,138,6,171,0,333,0,848,34.148388757939564
2207,rajasthan,rajsamand,2013,40,67,9,72,1,271,0,460,37.5550486830597
2208,rajasthan,sawai madhopur,2013,39,68,5,60,0,206,0,378,38.79740762174888
2209,rajasthan,sikar,2013,73,133,13,50,0,397,0,666,35.41735885770268
2210,rajasthan,sirohi,2013,47,61,8,109,0,213,0,438,37.85764910673911
2211,rajasthan,tonk,2013,33,76,5,75,8,352,0,549,36.50204755591982
2212,rajasthan,udaipur,2013,167,265,10,336,0,598,0,1376,31.8611523210095
2214,sikkim,east,2013,22,9,0,16,0,3,0,50,58.8591910067779
2215,sikkim,north,2013,1,0,0,0,0,0,0,2,332.1928094887363
2216,sikkim,south,2013,15,5,0,8,0,1,0,29,68.38083759938891
2217,sikkim,west,2013,5,2,0,5,0,1,0,13,89.77117175026231
2219,tamil nadu,ariyalur,2013,10,18,3,23,0,8,0,62,55.79137673194251
2220,tamil nadu,chennai,2013,83,42,12,55,155,221,0,568,36.30622848369162
2221,tamil nadu,chennai rly.,2013,0,0,0,5,0,1,0,6,128.5097208938469
2222,tamil nadu,coimbatore rural,2013,11,17,1,41,7,49,0,126,47.61064671776892
2223,tamil nadu,coimbatore urban,2013,17,3,1,15,4,48,0,88,51.42756036464037
2224,tamil nadu,cuddalore,2013,36,48,6,8,0,66,0,164,45.149909817861996
